mb,rmse,mae,corr
0.19867517054080963,0.22381193935871124,0.19867517054080963,0.1827477208553828
0.20435592532157898,0.23128534853458405,0.20435592532157898,0.6145859764078345
0.20904576778411865,0.23766018450260162,0.20904576778411865,0.24335452804409108
0.2093060463666916,0.23788651823997498,0.2093060463666916,0.4267984934918548
