mb,rmse,mae,corr,ll,calib95,CRPS,ICI
0.008088158443570137,0.009091977961361408,0.008088158443570137,0.15110080455319544,1.9822876453399658,1.0,0.013299834914505482,0.40526315601248486
0.002917737467214465,0.006272576283663511,0.004625084809958935,-0.5762480031429089,2.123000383377075,1.0,0.011398866772651672,0.4421052603345168
0.0055712065659463406,0.00965761486440897,0.006495522800832987,-0.03172689930097364,2.111401081085205,1.0,0.011855834163725376,0.42105262844186075
0.0033790606539696455,0.005762915592640638,0.003453750628978014,0.5759005944350104,2.1432104110717773,1.0,0.01114067155867815,0.45263158020220307
